transit_bool,nopets_bool,nosmok_bool,host_about_bool,fewdays_response_time,1day_response_time,1hour_response_time,fewhours_response_time,host_response_rate,host_identity_verified,is_location_exact,Wheelchair_bool,TV_bool,Hair Dryer_bool,24-Hour_Check-in_bool,Doorman_bool,Kitchen_bool,Smoke_Detector_bool,Clothes_Dryer_bool,Pets_live_in_flat_bool,Free_Parking_bool,Heating_bool,Wireless_Internet_bool,AC_bool,security_deposit,cleaning_fee,instant_bookable,super_strict_canc,moderate_cancellation,strict_cancellation,flexible_cancellation,require_guest_profile_picture,require_guest_phone_verification
False,False,True,True,False,False,False,True,0.89,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,0.0,0.5,False,True,False,True,False,False,True
False,False,True,True,False,False,False,True,0.89,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,0.0,0.5,False,True,False,True,False,False,True
False,False,True,True,False,False,False,True,0.89,True,True,False,True,False,False,True,True,False,True,False,False,True,True,True,0.0,0.5,False,True,False,True,False,False,True
False,True,True,True,False,False,False,True,0.89,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,0.0,0.0,False,True,False,True,False,False,True
False,True,True,True,False,False,False,True,0.89,True,True,False,True,False,False,False,True,False,True,False,False,True,True,True,0.0,0.0,False,True,False,True,False,False,True
True,False,False,False,False,False,True,False,0.88,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.10526315789473684,0.16666666666666669,True,False,False,True,False,False,False
True,False,False,False,False,False,False,True,0.88,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False
True,False,True,False,False,False,False,True,0.88,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False
False,False,False,False,False,True,False,False,0.88,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,0.10526315789473684,0.16666666666666669,False,False,True,False,False,False,False
True,False,True,True,False,False,True,False,0.86,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,0.2631578947368421,0.33,True,False,True,False,False,False,False
False,False,True,True,False,False,True,False,0.86,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False
False,False,True,True,False,False,True,False,0.86,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,0.3157894736842105,0.5,True,False,False,True,False,False,False
False,False,True,True,False,False,True,False,0.86,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,0.2631578947368421,0.33,True,False,True,False,False,False,False
False,False,False,True,False,False,True,False,0.86,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.0,True,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.86,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,0.0,0.16666666666666669,False,False,False,False,True,False,False
True,False,False,True,False,False,False,True,0.86,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,False,False,True,0.86,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.2,False,False,False,False,True,False,False
True,False,False,True,False,True,False,False,0.86,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.30000000000000004,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,0.85,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,False,True,False,False,False,True,0.85,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,0.10526315789473684,0.0,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.85,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.0,False,False,False,True,False,False,False
True,False,False,False,False,True,False,False,0.85,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,False,False,False,True,False,False,0.85,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0.0,0.0,False,False,True,False,False,False,False
True,False,False,True,False,True,False,False,0.85,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.5263157894736842,0.33333333333333337,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.84,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.0,False,False,False,True,False,True,True
True,False,False,False,False,False,True,False,0.8300000000000001,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,0.0,0.0,True,False,False,False,True,False,False
False,False,False,False,False,False,True,False,0.8300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,False,True,False,0.8300000000000001,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
True,True,True,True,False,True,False,False,0.8300000000000001,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,0.0,0.16666666666666669,False,False,False,False,True,False,False
False,False,False,False,False,True,False,False,0.8300000000000001,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.1,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.8300000000000001,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,0.0,0.0,False,False,True,False,False,False,False
True,False,False,False,False,False,False,True,0.8300000000000001,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,0.0010526315789473684,0.6666666666666667,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.8200000000000001,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.16666666666666669,False,False,True,False,False,False,False
True,False,False,True,False,True,False,False,0.81,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.3166666666666667,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.81,False,True,False,True,False,True,False,True,True,False,False,False,True,True,True,0.0,0.3166666666666667,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.81,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.3166666666666667,False,False,False,False,True,False,False
True,False,False,True,False,True,False,False,0.81,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,0.0,0.3166666666666667,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.81,False,True,False,True,False,True,False,True,False,False,False,False,True,True,True,0.0,0.25,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.81,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.21666666666666667,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.81,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.0,0.2833333333333333,False,False,False,True,False,False,False
True,True,True,False,False,False,True,False,0.8,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,0.3157894736842105,0.25,True,False,True,False,False,False,False
True,False,True,True,False,True,False,False,0.8,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.2631578947368421,0.26666666666666666,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.8,True,False,True,True,False,False,False,True,True,False,False,True,True,True,False,0.21052631578947367,0.33333333333333337,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.8,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False
False,False,False,True,False,False,False,True,0.8,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.13333333333333333,True,False,False,False,True,False,False
True,False,False,True,False,False,False,True,0.8,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.16666666666666669,False,False,False,False,True,False,False
True,False,True,False,False,False,False,True,0.8,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.33333333333333337,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.8,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.7894736842105263,0.4166666666666667,False,False,True,False,False,False,False
True,False,False,True,False,True,False,False,0.8,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,True,True,True,False,False,False,True,0.8,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,0.0,0.06666666666666667,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.8,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,0.0,0.08333333333333334,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.8,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,0.3157894736842105,0.0,False,False,True,False,False,False,False
True,False,False,False,False,False,False,True,0.8,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.47368421052631576,0.45,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.8,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,0.0,0.06666666666666667,False,False,True,False,False,False,False
True,False,False,True,False,True,False,False,0.8,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,False,False,True,False,False,0.8,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.09999999999999999,0.16666666666666669,False,False,True,False,False,False,False
True,False,True,False,False,True,False,False,0.8,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False
False,False,False,False,False,True,False,False,0.8,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,False,True,False,True,False,False,0.8,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,0.21052631578947367,0.23333333333333334,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.8,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.23333333333333334,False,False,True,False,False,False,False
False,False,True,True,False,False,False,True,0.8,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,0.8,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.8,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
True,False,False,True,False,False,False,True,0.8,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,0.0,0.06666666666666667,False,False,True,False,False,False,False
True,False,True,False,False,True,False,False,0.8,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,0.0,0.26666666666666666,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.8,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,0.0,0.06666666666666667,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16666666666666669,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.13333333333333333,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.15000000000000002,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.15000000000000002,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.10526315789473684,0.15000000000000002,False,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16666666666666669,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.79,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.25,False,False,False,True,False,False,False
True,True,True,True,False,True,False,False,0.79,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,0.0,0.08333333333333334,False,False,True,False,False,False,False
True,False,True,True,False,True,False,False,0.79,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,0.0,0.05,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16333333333333333,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.79,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.10526315789473684,0.16666666666666669,False,False,False,True,False,False,False
False,False,False,True,False,False,False,True,0.78,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,False,False,True,0.78,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,False,True,False,False,False,True,0.78,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,False,False,True,0.78,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False
False,False,True,True,False,False,False,True,0.78,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.22,False,False,False,True,False,False,False
True,True,True,True,False,False,False,True,0.78,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,True,False,False,True,False,False,0.78,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,0.78,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,False,False,True,False,False
True,False,False,True,False,True,False,False,0.77,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,0.0,0.08333333333333334,False,False,False,False,True,False,False
True,True,True,True,False,False,False,True,0.77,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,0.23473684210526316,0.15000000000000002,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.77,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,0.4694736842105263,0.18666666666666668,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.77,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.77,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.77,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False
False,False,False,False,False,False,True,False,0.75,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,0.0,0.0,True,False,False,True,False,False,False
True,False,False,False,False,False,True,False,0.75,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,0.0,0.0,True,False,False,True,False,False,False
True,False,True,False,False,False,True,False,0.75,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,0.0,0.06666666666666667,True,False,False,False,True,False,False
False,False,False,False,False,False,True,False,0.75,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,0.0,0.0,True,False,False,True,False,False,False
False,False,True,True,False,True,False,False,0.75,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.25,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.75,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False
True,False,False,True,False,True,False,False,0.75,True,True,False,False,False,False,False,True,True,True,False,True,True,True,False,0.5263157894736842,0.5,False,False,True,False,False,False,False
True,False,False,True,False,True,False,False,0.75,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,0.0,0.16666666666666669,False,False,True,False,False,False,False
False,False,False,False,False,True,False,False,0.75,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
False,False,False,False,False,True,False,False,0.75,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,0.0,0.15000000000000002,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,0.75,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,0.2894736842105263,0.18333333333333335,False,False,False,True,False,True,True
False,False,False,False,False,False,True,False,0.73,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.5833333333333334,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.6666666666666667,False,False,False,True,False,False,False
True,False,False,True,False,False,False,True,0.73,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.21052631578947367,0.16666666666666669,True,False,False,True,False,False,False
True,False,False,True,False,False,False,True,0.73,True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,0.21052631578947367,0.25,True,False,False,True,False,False,False
False,False,False,True,False,False,False,True,0.73,True,True,False,False,True,False,False,True,False,True,False,True,True,True,False,0.10526315789473684,0.1,True,False,False,True,False,False,False
True,False,False,True,False,False,False,True,0.73,True,True,False,False,True,False,False,True,True,True,False,True,True,True,False,0.21052631578947367,0.16666666666666669,True,False,False,True,False,False,False
False,False,False,False,False,True,False,False,0.73,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,0.0,0.11666666666666667,False,False,False,False,True,False,False
False,False,False,True,False,True,False,False,0.73,True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.5263157894736842,0.5833333333333334,False,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.3157894736842105,0.26666666666666666,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.26666666666666666,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.25,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.26666666666666666,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.25,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,False,True,False,True,False,False,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
False,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,True,True,False,False,True,False,False,0.71,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,False,True,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.26666666666666666,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.25,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,0.3157894736842105,0.25,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
True,False,True,True,False,False,False,True,0.71,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.42105263157894735,0.3166666666666667,True,False,False,True,False,False,False
False,False,False,False,False,False,False,True,0.7000000000000001,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,0.15789473684210525,0.33333333333333337,False,False,False,False,True,False,False
True,False,True,False,False,True,False,False,0.7000000000000001,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.2631578947368421,0.26666666666666666,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.2733333333333334,False,False,False,True,False,False,False
True,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,0.10526315789473684,0.08333333333333334,False,False,False,True,False,False,False
True,False,False,True,False,True,False,False,0.7000000000000001,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,0.7000000000000001,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
False,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False
False,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,0.0010526315789473684,0.5,False,False,False,True,False,False,False
False,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,0.7000000000000001,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,0.0,0.0,False,False,False,False,True,False,False
False,True,True,False,False,True,False,False,0.7000000000000001,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,0.0,0.0,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,0.7000000000000001,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.1,False,False,False,False,True,False,False
True,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False
True,False,False,False,False,True,False,False,0.7000000000000001,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False
True,False,False,False,False,False,False,True,0.7000000000000001,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False
False,False,False,True,False,True,False,False,0.7000000000000001,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False
False,False,True,True,False,True,False,False,0.7000000000000001,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,0.0010526315789473684,0.5,False,False,False,True,False,False,False
True,False,False,False,False,True,False,False,0.7000000000000001,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.2,False,False,True,False,False,False,False
False,False,True,True,False,True,False,False,0.7000000000000001,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False
